sbu_id,department,course_num,section,semester,year,grade
3234501,CSE,523,01,Spring,2021,A
3234501,CSE,502,01,Spring,2021,A
3234501,CSE,505,01,Spring,2021,A
3234501,CSE,512,01,Spring,2021,A
3234501,CSE,524,01,Fall,2021,A
3234501,CSE,508,01,Fall,2021,A
3234501,CSE,527,01,Fall,2021,A
3234501,CSE,528,01,Fall,2021,A
3234501,CSE,564,01,Spring,2022,A
3234501,CSE,548,01,Spring,2022,A
3234501,CSE,546,01,Spring,2022,A
3234502,CSE,523,01,Spring,2021,A
3234502,CSE,502,01,Spring,2021,A
3234502,CSE,505,01,Spring,2021,A
3234502,CSE,512,01,Spring,2021,A
3234502,CSE,524,01,Fall,2021,A
3234502,CSE,508,01,Fall,2021,A
3234502,CSE,527,01,Fall,2021,A
3234502,CSE,528,01,Fall,2021,A
3234502,CSE,564,01,Spring,2022,A
3234502,CSE,548,01,Spring,2022,A
3234502,CSE,546,01,Spring,2022,A
3234503,CSE,523,01,Spring,2021,A
3234503,CSE,502,01,Spring,2021,A
3234503,CSE,505,01,Spring,2021,A
3234503,CSE,512,01,Spring,2021,A
3234503,CSE,524,01,Fall,2021,A
3234503,CSE,508,01,Fall,2021,A
3234503,CSE,527,01,Fall,2021,A
3234503,CSE,528,01,Fall,2021,A
3234503,CSE,564,01,Spring,2022,A
3234503,CSE,548,01,Spring,2022,A
3234503,CSE,546,01,Spring,2022,A
