sbu_id,department,course_num,section,semester,year,grade
4234501,ESE,536,01,Spring,2021,A
4234501,ESE,545,01,Spring,2021,A
4234501,ESE,505,01,Spring,2021,A
4234501,ESE,507,01,Spring,2021,A
4234501,ESE,501,01,Fall,2021,A
4234501,ESE,533,01,Fall,2021,A
4234501,ESE,597,01,Fall,2021,A
4234501,ESE,534,01,Fall,2021,A
4234501,CSE,548,01,Spring,2022,A
4234501,ESE,575,01,Spring,2022,A
4234502,ESE,536,01,Spring,2021,A
4234502,ESE,545,01,Spring,2021,A
4234502,ESE,505,01,Spring,2021,A
4234502,ESE,507,01,Spring,2021,A
4234502,ESE,501,01,Fall,2021,A
4234502,ESE,533,01,Fall,2021,A
4234502,ESE,597,01,Fall,2021,A
4234502,ESE,534,01,Fall,2021,A
4234502,CSE,548,01,Spring,2022,A
4234502,ESE,575,01,Spring,2022,A
4234503,ESE,536,01,Spring,2021,A
4234503,ESE,545,01,Spring,2021,A
4234503,ESE,505,01,Spring,2021,A
4234503,ESE,507,01,Spring,2021,A
4234503,ESE,501,01,Fall,2021,A
4234503,ESE,533,01,Fall,2021,A
4234503,ESE,597,01,Fall,2021,A
4234503,ESE,534,01,Fall,2021,A
4234503,CSE,548,01,Spring,2022,A
4234503,ESE,575,01,Spring,2022,A
